Handle,GeeksForGeeksHandle,CodeforcesHandle,LeetCodeHandle,CodeChefHandle,HackerRankHandle,GeeksForGeeksURLExists,CodeforcesURLExists,LeetCodeURLExists,CodeChefURLExists,HackerRankURLExists
22R05A0507,22r05a0507,CMRIT25_22R05A0507,22R05A0507,n22r05a0507,22r05a0507,True,True,True,True,True
22R05A0510,22r05a0510,22r05a0510,22r05a0510,vaishu10,22r05a0510,True,True,True,True,True
22R05A0512,22r05a0512,CMRIT25_22R05A0512,22r05a0512,Kalyani2003,22r05a0512,True,True,True,True,True
22R05A0513,22r05a0513,#N/A,22r05a0513,saichandra513,22r05a0513,True,False,True,True,True
22R05A0514,22r05a0514,Kodam1,22r05a0514,Kodam1,22R05A0514,True,True,True,True,True
22R05A0515,22r05asq20,CMRIT25_22r05a0515,Sahithilakkarasu,sahithi_2702,22r05a0515,True,True,True,True,True
22R05A0518,22r05ajm6x,motevenu8,22r05a0518,venu22r05a0518,22r05a0518,True,True,True,False,True
22R05A0520,cmrit25_22r05a0520,CMRIT25_22R05A0520,22R05A0520,cmr22r05a0520,22r05a0_520,True,True,True,True,True
22R05A0521,22r05a0521,CMRIT25_22R05A0521,22r05a0521,dhanu521,22R05A0521,True,True,True,True,True
22R05A0522,22r05azmsf,Cmrit25_22r05a0522,22R05A0522,sunny522,22r05a0522,True,True,True,True,True
22R05A0524,22r05atpli,cmrit25_22r05a0524,22R05A0524,shivani524,22r05a0524,True,True,True,True,True
22R05A0525,22r05a0525,CMRIT25_22R05A0525,22r05a0525,CMR22r05a0525,22r05a05251,True,True,True,True,True
22R05A0526,nethikarewl,Cmrit25_22r05a0526,22r05a0526,r05a0526,22r05a0526,True,True,True,True,True
22R05A0509,22R05A0509,22R05A0509,sruthi66,sruthi66,22R05A0509,True,True,True,True,True
21R01A6601,21r01a6601,21r01a6601,21r01a6601,s21r01a6601,21R01A6601,True,True,True,True,True
21R01A6602,21r01a6602,21r01a6602,cmr_21R01A6602,cmr_21r01a6602,21r01a6602,True,True,True,True,True
21R01A6605,21r01a6605,CMRIT25_21R01A6605,21r01a6605,cmr_21r01a6605,21r01a6605,True,True,True,True,True
21R01A6606,21r01a6606,CMRIT25_21R01A6606,21R01A6606,chandravathi,_21r01a6606,True,True,True,True,True
21R01A6607,21r01a6607,CMRIT25_21R01A6607,21r01a6607,sri_21r01a6607,21r01a6607,True,True,True,True,True
21R01A6608,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A6609,21r01abvpo,21r01a6609,21r01a6609,a21r01a6609,21r01a6609,True,True,True,True,True
21R01A6610,21r01an34e,CMRIT25_21R01A6610,subodh994,subodh_994,Subodh,True,True,True,True,True
21R01A6611,21r01ax1n6,CMRIT25_21R01A6611,21r01a6611,b21r01a6611,21r01a6611,True,True,True,True,True
21R01A6613,21r01a98ql,CMRIT25_21R01A6613,21R01A6613,sheershitha_77,21R01A6613,True,True,True,True,True
21R01A6614,21r01a6614,CMRIT25_21R01A6614,dsaibhavani,dsaibhavani,21r01a6614,True,True,True,True,True
21R01A6615,21r01a6615,CMRIT25_21R01A6615,21r01a6615,cmr21r01a6615,21r01a6615,True,True,True,True,True
21R01A6616,21r01a6616,CMRIT25_21R01A6616,21r01a6616,sai09teja,21r01a6616,True,True,True,True,True
21R01A6618,21r01a96ng,CMRIT25_21R01A6618,21r01a6618,gs1103,21r01a6618,True,True,True,True,True
21R01A6619,sricharanteja,CMRIT__2521r01a6619,21r01a6619,sricharanteja9,21r01a6619,True,True,True,True,True
21R01A6620,21r01anamx,CMRIT_2521R01A6620,21r01a6620,shrivarshini_1,21r01a6620,True,True,True,True,True
21R01A6621,21r01a2gfq,cmrit_2521r01a6621,jatin0,jatin6621,21r01a6621,True,True,True,True,True
21R01A6622,21r01a6622,CMRIT25_21R01A6622,21R01A6622,bhoomikacmr_16,21R01A6622,True,True,True,True,True
21R01A6623,kneharedo1ck,CMRIT25_21r01a6623,Nehakalimela,nehareddy1904,21r01a6623,True,True,True,True,True
21R01A6624,21r01a6624,#N/A,21r01a6624,#N/A,21r01a6624,True,False,True,False,True
21R01A6625,21r01a6625,cmrit25_21r01a6625,21r01a6625,chakradar09,#N/A,True,True,True,True,False
21R01A6626,21r01a6626,#N/A,21r01a6626,cmrit_21r01a6626,21r01a6626,True,False,True,False,True
21R01A6627,nikhitha_2604,CMRIT25_21R01A6627,nikhitha_2604,nikhitha_2604,nikhitha2604,True,True,True,True,True
21R01A6629,21r01a6629,CMRIT25_21R01A6629,21r01a6629,deepak_029,21r01a6629,True,True,True,True,True
21R01A6630,adhinath,CMRIT25_21R01A6630,adhinath_9393,adhinath_9393,adhinath_k,True,True,True,True,True
21R01A6631,21r01a6631,CMRIT25_21r01a6631,21R01A6631,cmr_21r01a6631,21r01a6631,True,True,True,True,True
21R01A6632,21r016632,CMRIT25_21R01A6632,21r01a6632,cmr21r01a6632,21r01a6632,True,True,True,True,True
21R01A6633,21R01A6633,CMRIT25_21R01A6633,sairam_sagar,sairam_33,CMRIT_21R01A6633,True,True,True,True,True
21R01A6634,21r01a6634,CMRIT25_21R01A6634,nikitha92,nikitha61,21r01a6634,True,True,True,True,True
21R01A6635,mdabdulkadeer,CMRIT25_21R01A6635,mdabdulkadeer,mdabdulkadeer,21r01a6635,True,True,True,True,True
21R01A6636,21r01al4tk,21r01a6636,21r01a6636,h21r01a6636,21r01a6636,True,True,True,True,True
21R01A6637,#N/A,Yash_37,21R01A6637,Y21r01a6637,21r01a6637,False,True,True,False,True
21R01A6638,21r01a6638,CMRIT25_21R01A6638,Menganisaikiran,cmr_21r01a6638,21r01a6638,True,True,True,True,True
21R01A6640,elena_jakaes,CMRIT25_21R01A6640,elena_jakaes,suji_jakaes,suji_jakaes,True,True,False,True,True
21R01A6641,21R01A6641,21R01A6641,21r01a6641,ashritha92,21R01A6641,True,True,True,True,True
21R01A6642,21r01a6642,21r01a6642,21r01a6642,mani_6642,21r01a6642,True,True,True,True,True
21R01A6644,21r01a6644,CMRIT25_21R01A6644,s21r01a6644,s21r01a6644,21r01a6644,True,True,True,True,True
21R01A6645,21r01a6645,21r01a6645,21r01a6645,cmr21r01a6645,21r01a6645,True,True,True,True,True
21R01A6647,21r01a6647,21r01a6647,21r01a6647,cmr21r01a6647,21r01a6647,True,True,True,True,True
21R01A6648,21r01a6648,CMRIT25_21R01A6648,21r01a6648,cmr_21r01a6648,21r01a6648,True,True,True,True,True
21R01A6650,21r01a6650,CMRIT25_21R01A6650,21R01A6650,indu_sri2209,21r01a6650,True,True,True,True,True
21R01A6652,priyansigupta,cmrit25_21r01a6652,priyansigupta,priyansi_29,21r01a6652,True,True,True,True,True
21R01A6653,21r01a6653@cmritonline.ac.in,21r01a6653,karthik_62,karthik_62,21r01a6653,True,True,True,True,True
21R01A6654,21r01a7zg7,CMRIT25_21R01A6654,kitu_4414,saikrishna414,21r01a6654,True,True,True,True,True
21R01A6655,21r01aoqdn,21R01A6655,21r01a6655,sahil216655,21r01a6655,True,True,True,True,True
21R01A6657,21r01ab99c,CMRIT25_21r01a6657,snehal_593,snehal_593,21r01a6657,True,True,True,True,True
21R01A6658,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A6661,bunnyv61,bunnyv082,21R01A6661,bunnyv61,21r01a6661,True,True,True,True,True
21R01A6663,rakeshvooradi,#N/A,rakesh4100,rakesh4100,21r01a6663,True,False,True,True,True
21R01A6664,21r01a6664,CMRIT25_21R01A6664,21r01a6664cmritonline.ac.in,Vignesh_2763,21r01a6664,True,True,False,True,True
21R01A6665,21r01a6665,21r01a6665,abhishekabramaina,abhishek202002,21r01a6665,True,True,True,True,True
21R01A6666,21r01a6666,CMRIT25_21R01A6666,21r01a6666,cmr_21r01a6666,21r01a6666,True,True,True,True,True
21R01A6668,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A6669,21r01apm60,CMRIT25_21r01a6669,21r01a6669,r01a6669,21r01a6669,True,True,True,True,True
21R01A6670,vidhya_6670,CMRIT25_21R01A6670,vidhya_6670,vidhya_6670,vidhya_6670,True,True,True,True,True
21R01A6672,21r01a6672,CMRIT25_21R01A6672,21R01A6672,sanjana_6672,21r01a6672,True,True,True,True,True
21R01A6673,SriVarshini,CMRIT25_21R01A6673,21R01A6673,varshini8,SriVarshini,True,True,True,True,True
21R01A6674,21r01ajhg4,21r01a6674,21r01a6674,bindumalika,21r01a6674,True,True,True,True,True
21R01A6675,21r01ae7gl,21r01a6675,21r01a6675,varsha_146,21r01a6675,True,True,True,True,True
21R01A6676,21r01a0lxc,CMRIT25_21r01a6676,21R01A6676,navaketanb1910,21r01a6676,True,True,True,True,True
21R01A6677,siddesh122,CMRIT25_21R01A6677,21R01A6677,siddesh122,21r01a6677,True,True,True,True,True
21R01A6678,Charan12,Charan12,#N/A,Charan12,Charan12,True,False,False,True,True
21R01A6679,21r01avavz,21r01a6679,21r01a6679,lahari51,21r01a6679,True,True,True,True,True
21R01A6680,21r01a6680,CMRIT25_21R01A6680,ChAbhilash,chabhilash,21r01a6680,True,True,True,True,True
21R01A6682,21r01asoh5,CMRIT25_21R01A6682,21r01a6682,cmr_21r01a6682,21r01a6682,True,True,True,True,True
21R01A6683,21r01a6683,Manohar_Eldhandi,ManoharEldhandi,mano2003,21r01a6683,True,True,True,True,True
21R01A6685,koushik_04,CMRIT25_21R01A6685,koushik2003,saikoushik04,21R01A6685,True,True,True,True,True
21R01A6687,21R01A6687,CMRIT25_21R01A6687,Ashwitha1702,ashwitha3610,21r01a6687,True,True,True,True,True
21R01A6688,21R01A6688,21r01a6688,21R01A6688,srishanth_7,21R01A6688,True,True,True,True,True
21R01A6689,21r01a6689,CMRIT25_21R01A6689,Ashwini_21r01a6689,ashu21r01a6689,21r01a6689,True,True,True,True,True
21R01A6690,21r01a10bg,CMRIT25_21R01A6690,21r01a6690,kbaakash12345,21r01a6690,True,True,True,True,True
21R01A6691,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A6692,21r01a6692,CMRIT25_21r01a6692,21r01a6692,cmr_21r01a6692,21r01a6692,True,True,True,True,True
21R01A6693,21r01alz21,21r01a6693,adithya2210,adithya2210,21R01A6693,True,True,True,True,True
21R01A6696,21r01a6696,CMRIT25_21R01A6696,21R01A6696,siddharth291,21R01A6696,True,True,True,True,True
21R01A6697,21r01a6697,CMRIT25_21R01A6697,21r01a6697,cmr_21r01a6697,21r01a6697,True,True,True,True,True
21R01A6698,pavan6698,CMRIT25_21R01A6698,pavan030,pavan030,21r01a6698,True,True,True,True,True
21R01A6699,21r01a6699,CMRIT25_21R01A6699,aparna_235,aparna_235,21r01a6699,True,True,True,True,True
21R01A66A0,srilekha_152,CMRIT25_21R01A66A0,66A0,srilekha_152,21r01a66a0,True,True,True,True,True
21R01A66A1,21r01aspay,CMRIT25_21R01A66A1,cmr_21R01A66A1,cmr_21r01a66a1,21R01A66A1,True,True,True,True,True
21R01A66A2,sandy_m0,CMRIT25_21R01A66A2,sandeepmanepally,sandy_m0,21r01a66a2,True,True,True,True,True
21R01A66A3,21r01aup3f,21r01a66a3,21r01a66a3,manisha_75,21R01A66A3,True,True,True,True,True
21R01A66A4,21r01a0pqr,CMRIT25_21R01A66A4,sai_pratheeka_,pratheekaa4,21r01a66a4,True,True,True,True,True
21R01A66A5,21r01al8fu,CMRIT25_21R01A66A5,21r01a66a5,cmr_21r01a66a5,21r01a66a5,True,True,True,True,True
21R01A66A6,21r01ac1bc,CMRIT25_21R01A66A6,yousufansari,yousufansari,21r01a66a6,True,True,True,True,True
21R01A66A9,21r01adbxu,21r01a66a9,21r01a66a9,cmr_21r01a66a9,21r01a66a9,True,True,True,True,True
21R01A66B0,21r01ae3yc,CMRIT25_21R01A66B0,21r01a66b0,yashwanthh,21r01a66b0,True,True,True,True,True
21R01A66B1,21r01a66b1,CMRIT25_21r01a66b1,21r01a66b1,nishanth069,21r01a66b1,True,True,True,True,True
21R01A66B2,21r01a66b2,21r01a66b2,21r01a66b2,xenon0096,21r01a66b2,True,True,True,True,True
21R01A66B3,21r01alkr4,21r01a66b3,21R01A66B3,saiteja73,21r01a66b3,True,True,True,True,True
21R01A66B4,21r01a66b4,cmrit25_21r01a66b4,21r01a66b4,rdeepa_06,21r01a66b4,True,True,True,True,True
21R01A66B5,21r01ax5wh,CMRIT25_21R01A66B5,21R01A66B5,jagadeesh55,21r01a66b5,True,True,True,True,True
21R01A66B8,21r01ays5v,CMRIT25_21R01A66B8,Rajesh,rajeshrajani,21R01A66B8,True,True,True,True,True
21R01A66C1,21r01a66c1,CMRIT25_21R01A66C1.,21r01a66c1,mahesh_1709,21r01a66c1,True,False,True,True,True
21R01A66C2,21r01a2kn7,shivani_47,shivani_47,shivani_47,shivani_47,True,True,True,True,True
21R01A66C3,21r01a66c3,CMRIT25_21R01A66C3,21R01A66C3,sunitha_12,21r01a66c3,True,True,True,True,True
21R01A66C4,nithhyya,CMRIT25_21r01a66c4,Nithya66c4,nithhyya,21r01a66c41,True,True,True,True,True
21R01A66C5,21r01a66c5,CMRIT25_21R01A66C5,T_DEVENDAR,devendar7987,21R01A66C5,True,True,True,True,True
21R01A66C6,21r01a66c6,CMRIT25_21R01A66C6,varshiniguptha66c6,varshiniguptha,21r01a66c6,True,True,True,True,True
21R01A66C7,21r01a66c7,CMRIT25_21R01A66C7,21r01a66c7,deepikachowdar,21r01a66c7,True,True,True,True,True
21R01A66C8,21r01a8o2j,21r01a66c8,UTHEJREDDY_VADE,uthejreddyvade,21r01a66c8,True,True,True,True,True
21R01A66C9,21r01a1m7q,21r01a66c9,21R01A66C9,LIKHITH_1216,21r01a66c9,True,True,True,True,True
21R01A66D1,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A66D2,21r01a66d2,21r01a66d2_ahg,21r01a66d2,hemanth_hari62,21r01a66d2,True,True,True,True,True
21R01A66D4,21r01amda7,CMRIT25_21R01A66D4,cmr_21r01a66d4,cmr_21r01a66d4,21r01a66d4,True,True,True,True,True
21R01A66D5,21R01A66D5,CMRIT25_21R01A66D5,21R01A66D5,akhil7777,21r01a66d5,True,True,True,True,True
21R01A66D6,21r01a66d6,CMRIT25_21R01A66D6,cmr_21r01a66d6,cmr_21r01a66d6,21r01a66d6,True,True,True,True,True
21R01A66D9,21r01a66d9,CMRIT_21r01a66d9,Cmr_21r01a66d9,navya_63,21r01a66d9,True,True,True,True,True
21R01A66E0,21r01a66e0,CMRIT25_21R01A66E0,21R01A66E0,prashanth50,21R01A66E0,True,True,True,True,True
21R01A66E2,21r01a66e2,CMRIT25_21R01A66E2,21r01a66e2,sh21r01a66e2,21r01a66e2,True,True,True,True,True
21R01A66E3,21r01az3lh,#N/A,21r01a66e3,meghana_2309,21R01A66E3,True,False,True,True,True
21R01A66E4,21r01a6jdu,21r01a66e4,21r01a66e4,r01a66e4,21r01a66e4,True,True,True,True,True
21R01A66E5,21r01a66e5,CMRIT25_21R01A66E5,21r01a66e5,deepak216,21r01a66e5,True,True,True,True,True
21R01A66E6,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A66E9,21r01a66e9,CMRIT25_21R01A66E9,GANDLA_SAIKIRAN,saikiran50412,21r01a66E9,True,True,True,True,True
21R01A66F0,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A66F1,21r01a8ttj,CMRIT25_21R01A66F1,21r01a66f1,r01a66f1,21r01a66f1,True,True,True,True,True
21R01A66F2,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A66F4,21r01a66f4,CMRIT25_21R01A66F4,teja_sri26,teja_sri26,21r01a66f4,True,True,True,True,True
21R01A66F5,21r01am2b8,21r01a66f5,21r01a66f5,21r01a66f5,21r01a66f5,True,True,True,False,True
21R01A66F8,21r01a66f8,CMRIT25_21R01A66F8,21r01a66f8,keerthi24h,21r01a66f8,True,True,True,True,True
21R01A66G0,anagarikareddy,21r01a66g0,21r01a66g0,anagarika,21r01a66g0cmritonline.ac.in,True,True,True,True,True
21R01A66G1,21r01a66g1,CMRIT25_21R01A66G1,21R01A66G1,pavan138,21r01a66g1,True,True,True,True,True
21R01A66G2,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A66G3,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A66G4,21r01a66g4,cmrit25_21r01a66g4,Navya_66g4,navya66g4,21r01a66g4,True,True,True,True,True
21R01A66G5,21r01a66g5,21R01A66G5,ljampanna,jampannag5,21R01A66G5,True,True,True,True,True
21R01A66G9,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A66H0,shivakumar_245,CMRIT25_21R01A66H0,21r01a66h0,shivakumar_245,21r01a66h0,True,True,True,True,True
21R01A66H1,moturiadithyasai,CMRIT25_21R01A66H1,CMR_21R01A66H1,Adithya_09,21r01a66h1,True,True,True,True,True
21R01A66H2,21R01A66H2,#N/A,21r01a66h2,cmr_21r01a66h2,21r01a66h2,True,False,True,True,True
21R01A66H3,21r01a0x4f,#N/A,CMRIT_25_21R01A66H3,vyshnavi_1705,21r01a66h3,True,False,False,True,True
21R01A66H5,21r01a66h5@cmritonline.ac.in,CMRIT25_21R01A66H5,21r01a66h5,pavithra_12,21r01a66h5,True,True,True,True,True
21R01A66H6,Anshitha_pallem,CMRIT25_21R01A66H6,anshi_pallem,anshi_pallem,21r01a66h6,True,True,True,True,True
21R01A66H8,akshay_ram01,CMRIT25_21R01A66H8,AkshayRam,akshayram,21r01a66h8,True,True,True,True,True
21R01A66J1,21r01a66j1,CMRIT25_21R01A66J1,21r01a66j1,yeshwanth_5085,21r01a66j1,True,True,True,True,True
21R01A66J2,21r01a66j2,CMRIT25_21r01a66j2,21r01a66j2,r01a66j2,21r01a66j2,True,True,True,True,True
21R01A66J3,21r01a66j3,CMRIT25_21R01A66J3,21R01A66J3,CMRIT25_21R01A66J3,CMRIT_21R01A66J3,True,True,True,False,True
21R01A66J4,21r01aaq6n,#N/A,#N/A,t21r01a66j4,#N/A,True,False,False,True,False
21R01A66J5,21r01ah8qh,#N/A,Satla_Varshini,Varshini_123,21r01a66j5,True,False,True,True,True
21R01A66J7,21r01ab7js,CMRIT25_21r01a66j7,21r01a66j7,irfanshaik24,21r01a66j7,True,True,True,True,True
21R01A66J8,umesh_1021,Umeshsurnakanti,21R01A66J8,r01a66j8,21r01a66j8,True,True,False,True,True
21R01A66J9,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A66J0,raghavva5ljf,CMRIT25_21R01A66J0,raghavk30,raghavk30,Cmrit_21r01a66j0,True,True,True,True,True
21R01A66K0,#N/A,#N/A,#N/A,yamini_1101,21r01a66k0,False,False,False,True,True
21R01A66K1,21r01a66k1sneha,sneha2884,21r01a66k1,r01a66k1,21r01a66k1,True,True,True,True,True
21R01A66K3,navya_0229,CMRIT25_21R01A66K3,21r01a66k3,navya_1418,21r01a66k3,True,True,True,True,True
22R05A6603,cheedallaso5l0,CMRIT25_22R05A6603,srinidhi_cheedalla,srinidhi89,CHEEDALLASRINIDHI22R05A6603,True,True,True,True,True
22R05A6604,thanojsrlibh,CMRIT25_22R05A6604,22r05a6604thanoj,thanojsriman,22r05a6604thanoj,True,True,True,True,True
22R05A6608,22r05a6608,22r05a6608,22r05a6608,abhishek4044,22r05a6608,True,True,True,True,True
22R05A6609,22r05a8dmk,22r05a6609,22r05a6609,balakrishna52,22r05a6609,True,True,True,True,True
22R05A6610,22r05acnoi,CMRIT25_22R05A6610,22r05a6610r,sairohith0822,22r05a6610,True,True,True,True,True
22R05A6611,22r05a6611,Cmrit25_22r05a6611,22r05a6611,Sinu19,22R05A6611,True,True,True,True,True
22R05A6612,22r05agr07,Saikiran_6612,22r05a6612,saikiran_6612,22r05a6612,True,True,True,True,True
22R05A6613,22R05A6613,CMRIT25_22R05A6613,22r05a6613,Cmr_22r05a6613,22R05A6613,True,True,True,True,True
22R05A6614,22r05a6614,CMRIT25_22R05A6614,22r05a6614,govardhan14,Cmr_22R05A6614,True,True,True,True,True
22R05A6617,22r05a6617,22r05a6617,22r05a6617,s22r05a6617,22r05a6617,True,True,True,True,True
22R05A6618,22r05a1feu,CMRIT25_22R05A6618,naveen1008,velpulanaveen9,22r05a6618,True,True,True,True,True
22R05A6619,22r05algsd,Cmrit25_22r05a6619,22R05A6619,bhavika_21,Bhavika6619,True,True,True,True,True
22R05A6620,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A7301,21r01ao4pu,21R01A7301,ab031,ab013,21r01a7301,True,True,True,False,True
21R01A7302,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A7306,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A7307,21r01amgxn,21r01a7307,cmr_21r01a7307,shashidhar07,21r01a7307,True,True,True,True,True
21R01A7308,21r01asaz1,saketh08,saketh08,saketh08,21r01a7308,True,True,True,True,True
21R01A7309,21R01A7309,Abhinav-09,21R01A7309,abhinav_781,21R01A7309,True,True,True,True,True
21R01A7311,21r01anw29,CMRIT_25_21r01a7311,t21r01a7311!,#N/A,21r01a7311,True,True,False,False,True
21R01A7313,21r01a7313,cmrit25_21r01a7313,21r01a7313,jay21r01a7313,21r01a7313,True,True,True,True,True
21R01A7316,21r01a7316,21r01a7316,21r01a7316,madhan45,21r01a7316,True,True,True,True,True
21R01A7317,21r01a7317,21r01a7317,21r01a7317,sridhar7317,21r01a7317,True,True,True,True,True
21R01A7318,#N/A,21r01a7318cmrit,#N/A,cmr_21r01a7318,21r01a7318,False,True,False,True,True
21R01A7319,21r01ai408,ganeshguguloth1431,GaneshJadav,g21r01a7319,21r01a7319,True,True,True,True,True
21R01A7320,21r01a7320,gjhansi123,21R01A7320,21r01a7320,21r01a7320,True,True,True,False,True
21R01A7321,21r01a7321,CMRIT25_21R01A7321,Janagamvaishnavi13,vaishnavii1312,21r01a7321,True,True,True,True,True
21R01A7322,21R01A7322,21r01a7322@cmritonline.ac.in,21R01A7322,ramya_7322,21R01A7322,True,False,True,False,True
21R01A7327,21r01a7327,21r01a7327,21r01a7327,kn10,21r01a7327,True,False,False,True,True
21R01A7328,prudhvi28,prudhvi-12,prudhvi-12,prudhvi28,21r01a7328,True,True,True,True,True
21R01A7329,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A7332,#N/A,21r01a7332,21r01a7332,vrishin32,21r01a7332,False,True,True,True,True
21R01A7336,#N/A,sainath2914,#N/A,sainath2914,sainath2914,False,True,False,True,True
21R01A7340,#N/A,#N/A,#N/A,jahnavi_40,Jahnavi,False,False,False,True,True
21R01A7342,21r01a7nsm,CMRIT25_21R01A7342,21r01a7342,cmr_21r01a7342,21r01a7342,True,True,True,True,True
21R01A7343,21R01A7343,CMRIT25_21R01A7343,21r01a7343,sruthi38,21r01a7343,True,True,True,True,True
21R01A7344,21r01aordp,21r01a7344,21r01a7344,cmr_21r01a7344,21r01a7344,True,True,True,True,True
21R01A7345,cmr_21r01a7345,CMRIT25_21R01A7345,cmr_21r01a7345P,cmr_21r01a7345,21r01a7345,True,True,False,True,True
21R01A7347,21r01aeapc,CMRIT25_21R01A7347,21r01a7347,sadanand26,21r01a7347,True,True,True,True,True
21R01A7348,21r01a7348,CMRIT25_21R01A7348,21r01a7348,keerthana_7348,21r01a7348,True,True,True,True,True
21R01A7350,21r01a3jrc,CMRIT25_21R01A7350,21R01A7350,good_learner09,21r01a7350,True,True,True,True,True
21R01A7351,21r01a7351,sreehitha_74,sreehitha_74,sreehitha_74,21r01a7351,True,True,True,True,True
21R01A7352,21r01aqea9,21r01a7352,21r01a7352,cmri21r01a7352,21r01a7352,True,True,True,True,True
21R01A7353,21r01a7353,21r01a7353,21R01A7353,hain21r01a7353,21r01a7353,True,True,True,True,True
21R01A7354,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A7357,21r01ara1p,21r01a7357,21r01a7357,cmr21r01a7357,21R01A7357,True,True,True,True,True
21R01A7360,thumusanjay000,thumusanjay000,TumuSanjay000,tumusanjay,thumusanjay000,True,True,True,True,True
21R01A7362,21r01a7362,CMRIT25_21r01a7362,narayansharma09,narayansharma,21R01A7362,True,True,True,True,True
21R01A7363,21r01akthx,CMRIT25_21R01A7363,21r01a7363,v21r01a7363,21r01a7363,True,True,True,True,True
21R01A7364,21r01a7364@cmritonline.ac.in,21r01a7364@cmritonline.ac.in,shlokareddy_97,shlokareddy_97,21r01a7364cmritonline.ac.in,True,False,True,True,True
21R01A7365,21r01a7365,cmr_21r01a7365,21r01a7365,cmr_21r01a7365,21r01a7365,True,False,True,True,True
22R05A7302,22r05a7302,22r05a7302,22r05a7302,charanteja45,22r05a7302,True,True,True,True,True
22R05A7304,22r05a29c2,nagendra7304,22R05A7304,nagendra7304,22r05a7304,True,True,True,True,True
22R05A7307,22r05akuoq,22r05a7307,22r05a7307,cmr22r05a7307,22r05a7307,True,True,True,True,True
22R05A7305,22r05awrct,22R05A7305,22r05a7305,mani22r05a7305,22r05a7305,True,True,True,True,True
21R01A6701,21r01a6701,21r01a6701,Sanjay701,sanjay6701,21r01a6701,True,True,True,True,True
21R01A6702,21r01a6702,CMRIT25_21R01A6702,21r01a6702,Deekshithardy,21r01a6702,True,True,True,True,True
21R01A6703,21r01a6703,CMRIT25_21r01a6703,21r01a6703,a21r01a6703,21r01a6703,True,True,True,True,True
21R01A6704,21r01a6704,CMRIT25_21R01A6704,21r01a6704,mahi6704,21r01a6704,True,False,True,True,True
21R01A6706,bonagiridiltph3,dilipkumar970,bonagiridilipkumar970,dilipkumar970,bonagiridilipku1,True,True,True,True,True
21R01A6707,21R01A6707,21r01a6707,vishn8868,vishnu8868,21R01A6707,True,True,False,True,True
21R01A6708,21r01a6708,CMRIT25_21R01A6708,srinika_08,Srinika_08,#N/A,True,True,True,True,False
21R01A6710,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A6711,21r01a6711,21r01a6711,21r01a6711,kartheekdama11,21r01a6711,True,True,True,True,True
21R01A6712,rahuldrp,rahuldrp,rahuldrp,rahuldrp,rahuldrp,True,True,True,True,True
21R01A6713,#N/A,#N/A,#N/A,sahithya04,#N/A,False,False,False,True,False
21R01A6714,21r01a6714,CMRIT25_21R01A6714,21r01a6714,cmr_21r01a6714,21r01a6714,True,True,True,True,True
21R01A6715,vivek_6715,vivekdunuka,dunukavivek,vivekdunuka,21r01a6715,True,True,True,True,True
21R01A6716,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A6718,#N/A,#N/A,#N/A,kousthub2003,gkousthub,False,False,False,True,True
21R01A6719,21r01amvt4,CMRIT25_21R01A6719,21r01a6719,pujitha567,21r01a6719,True,True,True,True,True
21R01A6721,#N/A,#N/A,#N/A,cmr_21r01a6721,GAMPAADITHYA,False,False,False,True,True
21R01A6722,shivaraj15,Shivaraj22,shivaraj15,shivaraj15,21r01a6722,True,True,True,True,True
21R01A6724,21R01A6724,CMRIT25_21R01A6724,vyshnavi_08,vyshnavi08,21R01A6724,True,True,True,True,True
21R01A6725,rakesh_2425,CMRIT25_21R01A6725,rakesh_2425,rakesh_2425,21r01a6725,True,True,True,True,True
21R01A6727,guru_5,CMRIT25_21R01A6727,guru_5,guru_5,21r01a6727,True,True,True,True,True
21R01A6728,saipriyat6k7,CMRIT25_21R01A6728,21r01a6728,saipriya2003,21r01a6728,True,True,True,True,True
21R01A6731,21R01A6731,CMRIT25_21R01A6731,prathyusha79,prathyusha79,21R01A6731,True,True,True,True,True
